beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
,,,,beer batter satisfi,1.0,beer garden got,1.0,beer also flight,1
,,,,drink cold beer,1.0,notadda notaddch beer,1.0,everi beer amaz,1
,,,,cold beer nice,1.0,notaddch beer serv,1.0,free beer sangria,1
,,,,beer nice glass,1.0,beer serv juic,1.0,beer sangria top,1
,,,,mediocr best beer,1.0,beer sampl patienc,1.0,best beer downtown,1
,,,,beer select littl,1.0,beer select salsa,1.0,beer downtown great,1
,,,,sandwich caesar beer,1.0,seem focus beer,1.0,great beer tender,1
,,,,caesar beer steak,1.0,focus beer mule,1.0,beer tender casual,1
,,,,beer steak cook,1.0,beer mule saw,1.0,love beer cool,1
,,,,special domest beer,1.0,need chase beer,1.0,beer cool cocktail,1
,,,,domest beer even,1.0,chase beer bottom,1.0,interest good beer,1
,,,,beer even no,1.0,beer bottom make,1.0,recommend tasti beer,1
,,,,food excel beer,1.0,tabl built beer,1.0,cuz love beer,1
,,,,excel beer grossli,1.0,built beer tap,1.0,beer know said,1
,,,,beer grossli overpr,1.0,beer tap caught,1.0,best ginger beer,1
,,,,ounc ounc beer,1.0,standard price beer,1.0,beer cocktail ever,1
,,,,ounc beer waitress,1.0,beer cocktail danc,1.0,menu say beer,1
,,,,beer waitress appar,1.0,reason drink beer,1.0,beer select better,1
,,,,stout beer pay,1.0,drink beer closest,1.0,flavor dark beer,1
,,,,beer pay ounc,1.0,beer closest friend,1.0,dark beer surpris,1
,,,,pub craft beer,1.0,beer cold bread,1.0,beer surpris this,1
,,,,beer fan go,1.0,cider huge beer,1.0,flavor chocol beer,1
,,,,bar taco beer,1.0,notaddoccas look beer,1.0,chocol beer arriv,1
,,,,taco beer food,1.0,get hubbi beer,1.0,beer arriv cold,1
,,,,beer food consist,1.0,hubbi beer buck,1.0,enjoy varieti beer,1
,,,,drink beer mani,1.0,beer buck expect,1.0,love time beer,1
,,,,beer mani option,1.0,disappoint choic beer,1.0,time beer creativ,1
,,,,ultra garbag beer,1.0,choic beer littl,1.0,beer creativ tast,1
,,,,garbag beer bur,1.0,beer littl compar,1.0,coffe beer ever,1
,,,,beer bur dollar,1.0,beer good qualiti,1.0,beer ever jalapeño,1
,,,,cold tiger beer,1.0,compani clean beer,1.0,taco come beer,1
,,,,hangout drink beer,1.0,clean beer line,1.0,come beer also,1
,,,,drink beer realli,1.0,beer line feel,1.0,walk fridg beer,1
,,,,beer realli notaddset,1.0,need anoth beer,1.0,fridg beer select,1
,,,,beer open venetian,1.0,beer thing like,1.0,sinc favorit beer,1
,,,,awesom order beer,1.0,restroom lock beer,1.0,favorit beer estrella,1
,,,,order beer drink,1.0,lock beer notaddbad,1.0,beer estrella it´,1
,,,,beer drink awesom,1.0,beer notaddbad notaddpric,1.0,notaddchat brought beer,1
,,,,ale hous beer,1.0,uniform cent beer,1.0,brought beer brought,1
,,,,hous beer great,1.0,cent beer happi,1.0,beer brought food,1
,,,,beer great wife,1.0,hour beer pong,1.0,street beer good,1
,,,,taco beer carn,1.0,select beer serv,1.0,beer good staff,1
,,,,beer carn asada,1.0,server told beer,1.0,bar beer healthier,1
,,,,normal night beer,1.0,told beer restaur,1.0,beer healthier juic,1
,,,,night beer chees,1.0,beer restaur went,1.0,wow incred beer,1
,,,,nacho delici beer,1.0,restaur went beer,1.0,incred beer coffe,1
,,,,food venu beer,1.0,went beer serv,1.0,option guest beer,1
,,,,venu beer select,1.0,pricey burger beer,1.0,good beer vega,1
,,,,fine price beer,1.0,burger beer came,1.0,beer vega must,1
,,,,price beer price,1.0,beer came tip,1.0,visit like beer,1
,,,,beer price way,1.0,beer tabl told,1.0,beer delici staff,1
,,,,bare craft beer,1.0,came pour beer,1.0,awesom fact beer,1
,,,,craft beer no,1.0,pour beer light,1.0,fact beer master,1
,,,,beer no shock,1.0,beer light lager,1.0,beer master awesom,1
,,,,misl select beer,1.0,like wtf beer,1.0,select beer woman,1
,,,,select beer notaddlisten,1.0,wtf beer pretti,1.0,beer woman choos,1
,,,,beer notaddlisten notaddto,1.0,steiner serv beer,1.0,woman choos beer,1
,,,,cold beer juici,1.0,citi beer brand,1.0,choos beer anyth,1
,,,,beer juici steak,1.0,beer brand sinc,1.0,beer anyth even,1
,,,,nice beer menu,1.0,flavor weiss beer,1.0,give tour beer,1
,,,,beer menu chalk,1.0,weiss beer heavi,1.0,tour beer refriger,1
,,,,love almost beer,1.0,beer heavi banana,1.0,beer refriger cours,1
,,,,almost beer fruit,1.0,day love beer,1.0,face great beer,1
,,,,beer fruit beer,1.0,love beer cloth,1.0,beer wait arriv,1
,,,,fruit beer no,1.0,beer cloth merchandis,1.0,vega disappoint beer,1
,,,,hey brew beer,1.0,time pbr beer,1.0,beer delici especi,1
,,,,brew beer techno,1.0,pbr beer guzzler,1.0,sake bomb beer,1
,,,,beer techno tuesday,1.0,beer guzzler amber,1.0,bomb beer pong,1
,,,,beer select unfortun,1.0,play beer good,1.0,champagn half beer,1
,,,,serv pint beer,1.0,beer good surpris,1.0,half beer cocktail,1
,,,,pint beer glass,1.0,pretti great beer,1.0,fun end beer,1
,,,,beer glass definit,1.0,discov new beer,1.0,end beer sampl,1
,,,,notic decent beer,1.0,new beer decor,1.0,beer sampl win,1
,,,,impress craft beer,1.0,beer decor awesom,1.0,win win beer,1
,,,,need know beer,1.0,coupl beer disappoint,1.0,win beer this,1
,,,,know beer husband,1.0,beer disappoint long,1.0,world craft beer,1
,,,,one belgian beer,1.0,expect come beer,1.0,craft beer geek,1
,,,,belgian beer second,1.0,beer shot pleasant,1.0,beer geek come,1
,,,,beer second round,1.0,surpris alot beer,1.0,get fix beer,1
,,,,round second beer,1.0,alot beer tap,1.0,fix beer infus,1
,,,,second beer tast,1.0,pleas draft beer,1.0,beer infus chocol,1
,,,,beer tast exact,1.0,draft beer pitcher,1.0,take home beer,1
,,,,like first beer,1.0,beer pitcher watch,1.0,home beer everyon,1
,,,,first beer ask,1.0,ask coupl beer,1.0,beer everyon love,1
,,,,beer ask waiter,1.0,coupl beer snack,1.0,suggest beer tell,1
,,,,peopl right beer,1.0,beer snack one,1.0,beer tell passion,1
,,,,right beer pleas,1.0,spot snack beer,1.0,beer select unlv,1
,,,,fine burger beer,1.0,place afternoon beer,1.0,slow night beer,1
,,,,beer restaur expect,1.0,afternoon beer food,1.0,night beer great,1
,,,,notaddthat ton beer,1.0,beer food total,1.0,vega food beer,1
,,,,beer tap burger,1.0,got charg beer,1.0,beer amaz mani,1
,,,,notaddmuch notaddanymor beer,1.0,charg beer even,1.0,amaz mani beer,1
,,,,notaddanymor beer select,1.0,beer even notaddfight,1.0,mani beer strong,1
,,,,fan british beer,1.0,free beer upstair,1.0,beer strong flavor,1
,,,,british beer this,1.0,beer upstair women,1.0,fan ginger beer,1
,,,,beer this might,1.0,beer float absolut,1.0,ginger beer this,1
,,,,problem price beer,1.0,draft beer ketel,1.0,heff uniqu beer,1
,,,,beer seem gone,1.0,beer ketel diet,1.0,uniqu beer great,1
,,,,close two beer,1.0,go local beer,1.0,give star beer,1
,,,,two beer happi,1.0,local beer touristi,1.0,star beer suit,1
,,,,beer select often,1.0,beer touristi part,1.0,beer suit anyon,1
,,,,beer liquor notaddhug,1.0,draft beer larg,1.0,well beer sampl,1
,,,,beer nice pour,1.0,beer nice see,1.0,good uniqu beer,1
,,,,beer select outstand,1.0,see michigan beer,1.0,beer select bbq,1
,,,,place beer app,1.0,michigan beer tap,1.0,drink texa beer,1
,,,,beer app break,1.0,notaddcraft notaddcocktail beer,1.0,texa beer suggest,1
,,,,hous love beer,1.0,notaddcocktail beer notadddestin,1.0,beer suggest beer,1
,,,,love beer menu,1.0,beer notadddestin sometim,1.0,suggest beer thought,1
,,,,beer menu love,1.0,rock good beer,1.0,beer thought would,1
,,,,tri varieti beer,1.0,beer dark light,1.0,beer vega tri,1
,,,,beer enjoy servic,1.0,also outdoor beer,1.0,guy friend beer,1
,,,,food beer choic,1.0,beer garden adjac,1.0,friend beer amaz,1
,,,,beer choic went,1.0,varieti beer locat,1.0,beer amaz still,1
,,,,stop beer walk,1.0,beer locat miracl,1.0,decent varieti beer,1
,,,,grab beer two,1.0,shop craft beer,1.0,varieti beer option,1
,,,,casual burger beer,1.0,craft beer peak,1.0,beer option drink,1
,,,,beer restaur vega,1.0,beer peak interest,1.0,best beer las,1
,,,,this meal beer,1.0,beer sorbet warm,1.0,delici brew beer,1
,,,,meal beer cocktail,1.0,asada burrito beer,1.0,brew beer rang,1
,,,,beer cocktail lunch,1.0,burrito beer strawberri,1.0,beer rang like,1
,,,,soccer love beer,1.0,has hand beer,1.0,coupl pitcher beer,1
,,,,bar rotat beer,1.0,beer tap domest,1.0,pitcher beer suggest,1
,,,,rotat beer menu,1.0,burger fantast beer,1.0,beer suggest great,1
,,,,beer menu ca,1.0,fantast beer tap,1.0,great beer bacon,1
,,,,visit check beer,1.0,beer tap daili,1.0,beer bacon popcorn,1
,,,,check beer wo,1.0,away got beer,1.0,finish second beer,1
,,,,beer wo find,1.0,got beer wait,1.0,second beer paid,1
,,,,appl pie beer,1.0,beer wait line,1.0,beer paid check,1
,,,,pie beer wine,1.0,come side beer,1.0,pair pleasant beer,1
,,,,huge great beer,1.0,beer chees egg,1.0,pleasant beer select,1
,,,,nugg drop beer,1.0,champagn tast beer,1.0,beer select hospit,1
,,,,drop beer guac,1.0,tast beer money,1.0,staff love beer,1
,,,,beer guac sure,1.0,beer money heard,1.0,love beer sampler,1
,,,,turn food beer,1.0,tri burger beer,1.0,beer sampler local,1
,,,,engag fall beer,1.0,burger beer bet,1.0,ipa favorit beer,1
,,,,fall beer place,1.0,beer bet yes,1.0,beer good uniqu,1
,,,,beer place miss,1.0,crappi domest beer,1.0,bottl beer plenti,1
,,,,glass chill beer,1.0,domest beer crappi,1.0,beer plenti belgian,1
,,,,chill beer need,1.0,beer crappi sandwich,1.0,sampl found beer,1
,,,,beer need colder,1.0,this push beer,1.0,found beer notaddpalat,1
,,,,atmospher alon beer,1.0,push beer way,1.0,beer notaddpalat notaddto,1
,,,,alon beer need,1.0,beer way hoorah,1.0,centric menu beer,1
,,,,beer need better,1.0,plate glide beer,1.0,beer special carmen,1
,,,,notaddmushroom notaddcombo beer,1.0,glide beer slide,1.0,game beer remind,1
,,,,notaddcombo beer select,1.0,beer slide get,1.0,beer remind dorm,1
,,,,notaddbefor great beer,1.0,one note beer,1.0,around agon beer,1
,,,,beer select ca,1.0,note beer oz,1.0,agon beer buy,1
,,,,strip bunch beer,1.0,bunch friend beer,1.0,beer buy bartend,1
,,,,dos xx beer,1.0,friend beer wall,1.0,flight see beer,1
,,,,xx beer charg,1.0,beer wall make,1.0,beer like best,1
,,,,beer charg daughter,1.0,differ plate beer,1.0,cold beer greet,1
,,,,part sever beer,1.0,plate beer order,1.0,beer greet dusti,1
,,,,sever beer option,1.0,beer order taco,1.0,sip cold beer,1
,,,,beer option includ,1.0,cours entre beer,1.0,tour massiv beer,1
,,,,includ ginger beer,1.0,entre beer brais,1.0,massiv beer cooler,1
,,,,lot beer drink,1.0,food beer baja,1.0,beer cooler room,1
,,,,beer drink good,1.0,beer baja much,1.0,craft beer nonalcohol,1
,,,,stop get beer,1.0,great taco beer,1.0,beer nonalcohol drink,1
,,,,get beer leav,1.0,taco beer goto,1.0,us beer appropri,1
,,,,beer leav xs,1.0,beer goto baja,1.0,beer appropri glass,1
,,,,order communic beer,1.0,sober get beer,1.0,beer tast four,1
,,,,communic beer cost,1.0,get beer googl,1.0,type beer amaz,1
,,,,beer cost around,1.0,beer googl head,1.0,bar beer bartend,1
,,,,coupl beer total,1.0,main cours beer,1.0,beer bartend get,1
,,,,beer total conclus,1.0,cours beer brais,1.0,delici boyfriend beer,1
,,,,food no beer,1.0,servic beer system,1.0,boyfriend beer love,1
,,,,no beer draft,1.0,beer system price,1.0,beer love his,1
,,,,beer draft waitress,1.0,settl coupl beer,1.0,perfect go beer,1
,,,,sip understand beer,1.0,coupl beer cucumb,1.0,go beer chicken,1
,,,,understand beer select,1.0,beer cucumb martini,1.0,beer chicken curri,1
,,,,draft beer addit,1.0,wing beer could,1.0,brew beer delici,1
,,,,beer addit beer,1.0,beer could possibl,1.0,start say beer,1
,,,,addit beer bar,1.0,free wine beer,1.0,say beer snob,1
,,,,beer bar serv,1.0,wine beer check,1.0,beer snob realist,1
,,,,label premium beer,1.0,bit slow beer,1.0,banger varieti beer,1
,,,,premium beer receipt,1.0,slow beer expens,1.0,varieti beer even,1
,,,,beer receipt pad,1.0,beer expens basic,1.0,beer even pickiest,1
,,,,particular beer stick,1.0,local certifi beer,1.0,even pickiest beer,1
,,,,beer stick food,1.0,certifi beer server,1.0,pickiest beer drinker,1
,,,,take counter beer,1.0,beer server knowledg,1.0,drinker find beer,1
,,,,counter beer lol,1.0,sever beer settl,1.0,beer enjoy big,1
,,,,beer lol locat,1.0,beer settl select,1.0,jalapeño hefe beer,1
,,,,conveni get beer,1.0,beer good ambassador,1.0,hefe beer notaddbut,1
,,,,get beer price,1.0,wine possibl beer,1.0,beer notaddbut notaddabsolut,1
,,,,beer price right,1.0,possibl beer notic,1.0,best nose beer,1
,,,,burger beer consid,1.0,beer notic notadddrink,1.0,nose beer vega,1
,,,,beer consid much,1.0,hour craft beer,1.0,beer vega banger,1
,,,,fair fast beer,1.0,craft beer awesom,1.0,featur excel beer,1
,,,,fast beer seem,1.0,beer awesom small,1.0,excel beer no,1
,,,,craft beer ounc,1.0,spun shot beer,1.0,beer no reason,1
,,,,beer ounc came,1.0,shot beer etc,1.0,notaddbar play beer,1
,,,,explain similar beer,1.0,beer etc boyfriend,1.0,beer pong lunch,1
,,,,similar beer ireland,1.0,restaur like beer,1.0,first game beer,1
,,,,beer ireland has,1.0,like beer garden,1.0,beer pong everi,1
,,,,select rang beer,1.0,beer garden bazaar,1.0,pitcher choic beer,1
,,,,rang beer tap,1.0,cold beer consid,1.0,choic beer plastic,1
,,,,blew first beer,1.0,beer consid hour,1.0,beer plastic cup,1
,,,,first beer one,1.0,includ pt beer,1.0,abil play beer,1
,,,,beer one us,1.0,pt beer local,1.0,tap various beer,1
,,,,half cup beer,1.0,buy larg beer,1.0,beer offer huge,1
,,,,cup beer abl,1.0,larg beer keep,1.0,brew beer arriv,1
,,,,beer abl pick,1.0,beer keep glass,1.0,beer arriv one,1
,,,,boyfriend enjoy beer,1.0,choic domest beer,1.0,blond lighter beer,1
,,,,enjoy beer ask,1.0,make better beer,1.0,lighter beer pilsner,1
,,,,beer ask someth,1.0,lack dark beer,1.0,beer pilsner caramel,1
,,,,ask enjoy beer,1.0,dark beer drinker,1.0,full great beer,1
,,,,enjoy beer quick,1.0,disappoint root beer,1.0,great beer area,1
,,,,beer quick order,1.0,beer float get,1.0,beer area check,1
,,,,size bun beer,1.0,forti four beer,1.0,super cool beer,1
,,,,craft beer notaddb,1.0,four beer tap,1.0,cool beer tour,1
,,,,beer notaddb notadddrink,1.0,good beer place,1.0,beer tour realli,1
,,,,atmospher list beer,1.0,beer place shot,1.0,sure got beer,1
,,,,list beer impress,1.0,beer includ craft,1.0,got beer end,1
,,,,beer impress sheer,1.0,pbj root beer,1.0,beer end everyon,1
,,,,everyon order beer,1.0,drink usual beer,1.0,beer whiskey love,1
,,,,order beer seem,1.0,usual beer certain,1.0,bread beer soo,1
,,,,beer seem enjoy,1.0,beer certain alcohol,1.0,decid brew beer,1
,,,,sever new beer,1.0,beer float specialti,1.0,beer good pleas,1
,,,,new beer atmospher,1.0,fri beer person,1.0,came beer watch,1
,,,,beer atmospher like,1.0,beer person also,1.0,chinatown craft beer,1
,,,,come craft beer,1.0,got burger beer,1.0,craft beer buck,1
,,,,craft beer eat,1.0,burger beer oz,1.0,beer buck bad,1
,,,,beer eat somewher,1.0,oz beer whole,1.0,groupon flight beer,1
,,,,stick regular beer,1.0,beer whole thing,1.0,flight beer beer,1
,,,,regular beer view,1.0,pricey opt beer,1.0,pm banger beer,1
,,,,beer view got,1.0,opt beer charg,1.0,banger beer great,1
,,,,pop drink beer,1.0,beer charg standard,1.0,beer great experiment,1
,,,,drink beer bottl,1.0,drink well beer,1.0,great experiment beer,1
,,,,beer bottl water,1.0,well beer noth,1.0,experiment beer sampl,1
,,,,small tast beer,1.0,beer noth abnorm,1.0,beer popcorn need,1
,,,,beer order pint,1.0,beer mani tv,1.0,boyfriend ask beer,1
,,,,much foodi beer,1.0,cheap beer gave,1.0,ask beer notaddth,1
,,,,foodi beer snob,1.0,beer gave welcom,1.0,beer notaddth notaddspeci,1
,,,,beer snob truli,1.0,salsa beer great,1.0,got his beer,1
,,,,draft beer summerlin,1.0,beer great husband,1.0,his beer immedi,1
,,,,beer summerlin breakfast,1.0,salsa beer said,1.0,beer immedi answer,1
,,,,like visit beer,1.0,beer said his,1.0,fantast beer peopl,1
,,,,beer garden get,1.0,piss got beer,1.0,beer peopl work,1
,,,,jalapeño good beer,1.0,got beer spilt,1.0,hour take beer,1
,,,,beer list long,1.0,beer spilt face,1.0,take beer custom,1
,,,,keep order beer,1.0,right ask beer,1.0,serious good beer,1
,,,,order beer serious,1.0,ask beer sit,1.0,good beer recommend,1
,,,,beer serious sorri,1.0,beer sit omg,1.0,beer recommend posit,1
,,,,order boulder beer,1.0,sorri well beer,1.0,beer great black,1
,,,,boulder beer mojo,1.0,well beer sit,1.0,mmm beer like,1
,,,,beer mojo ipa,1.0,beer sit side,1.0,beer like ooo,1
,,,,taco mayb beer,1.0,lucki kick beer,1.0,carismat great beer,1
,,,,mayb beer server,1.0,kick beer notaddfac,1.0,great beer expertis,1
,,,,beer server super,1.0,beer notaddfac drunk,1.0,beer expertis high,1
,,,,almost everi beer,1.0,sat cover beer,1.0,uniqu style beer,1
,,,,everi beer order,1.0,cover beer soak,1.0,style beer mix,1
,,,,beer order stock,1.0,beer soak wet,1.0,beer mix hefe,1
,,,,good beer piec,1.0,buy beer told,1.0,music bar beerpong,1
,,,,beer piec thing,1.0,beer told drink,1.0,bar beerpong tabl,1
,,,,beer menu con,1.0,good margarita beer,1.0,beerpong tabl spent,1
,,,,select beer choos,1.0,margarita beer servic,1.0,us pick beer,1
,,,,beer choos night,1.0,beer servic bill,1.0,pick beer cooler,1
,,,,best beer menus,1.0,expens opt beer,1.0,beer cooler birthday,1
,,,,beer menus town,1.0,opt beer instead,1.0,found awesom beer,1
,,,,ale bowl beer,1.0,beer instead bottl,1.0,awesom beer call,1
,,,,bowl beer chees,1.0,craft beer sandwich,1.0,beer call birthday,1
,,,,sandwich marin beer,1.0,beer sandwich solid,1.0,game throne beer,1
,,,,marin beer mayb,1.0,sandwich solid beer,1.0,throne beer happi,1
,,,,beer mayb went,1.0,solid beer great,1.0,beer happi explain,1
,,,,went littl beer,1.0,beer great chrissi,1.0,exot beer whatev,1
,,,,littl beer nut,1.0,cigarett float beer,1.0,beer whatev haha,1
,,,,beer nut beer,1.0,float beer bottl,1.0,grab craft beer,1
,,,,nut beer order,1.0,beer bottl room,1.0,beer downtown locat,1
,,,,beer order tasti,1.0,includ slider beer,1.0,need order beer,1
,,,,someon els beer,1.0,slider beer servic,1.0,order beer sit,1
,,,,els beer food,1.0,beer servic restaur,1.0,beer sit elsewher,1
,,,,beer food well,1.0,bar asid beer,1.0,knight game beer,1
,,,,like taco beer,1.0,asid beer cold,1.0,game beer around,1
,,,,taco beer frank,1.0,alway grab beer,1.0,beer around breweri,1
,,,,beer frank waiter,1.0,beer bar across,1.0,month bingo beer,1
,,,,beer select think,1.0,pbr cheap beer,1.0,bingo beer prize,1
,,,,recommend beer drink,1.0,kilt saw beer,1.0,beer prize free,1
,,,,beer drink though,1.0,beer pong back,1.0,serv delici beer,1
,,,,husband ecstat beer,1.0,good beer alway,1.0,delici beer knowledg,1
,,,,ecstat beer select,1.0,beer alway nice,1.0,rock one beer,1
,,,,cheaper nightclub beer,1.0,chose flight beer,1.0,unwind buddi beer,1
,,,,nightclub beer drink,1.0,flight beer sampl,1.0,buddi beer sit,1
,,,,beer drink bad,1.0,first sour beer,1.0,beer sit talk,1
,,,,this amaz beer,1.0,sour beer consid,1.0,wall draft beer,1
,,,,like delirium beer,1.0,beer consid enjoy,1.0,draft beer mani,1
,,,,delirium beer daught,1.0,guest flavor beer,1.0,beer mani let,1
,,,,beer daught amaz,1.0,flavor beer one,1.0,sampl rad beer,1
,,,,night no beer,1.0,beer one option,1.0,rad beer uniqu,1
,,,,no beer updat,1.0,option made beer,1.0,beer uniqu flavor,1
,,,,beer updat next,1.0,made beer realli,1.0,coffe stout beer,1
,,,,quick refil beer,1.0,mention fact beer,1.0,stout beer heaven,1
,,,,refil beer rest,1.0,fact beer temperatur,1.0,beer heaven defiant,1
,,,,beer rest parti,1.0,beer temperatur littl,1.0,defiant dessert beer,1
,,,,norm tap beer,1.0,girlfriend notic beer,1.0,dessert beer enjoy,1
,,,,tap beer domest,1.0,notic beer notaddcold,1.0,beer enjoy grapefruit,1
